Name;Date;Province;Type;Moved Date From
Año nuevo;01-01-2008;Ciudad Real;Nacional;
Epifanía del Señor;07-01-2008;Ciudad Real;Nacional;06-01-2008
San José;19-03-2008;Ciudad Real;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2008;Ciudad Real;Autonómica;
Asunción de la Virgen;15-08-2008;Ciudad Real;Nacional;
Fiesta Nacional Española;13-10-2008;Ciudad Real;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Ciudad Real;Nacional;
Día de la Constitución Española;06-12-2008;Ciudad Real;Nacional;
Inmaculada Concepción;08-12-2008;Ciudad Real;Nacional;
Año nuevo;01-01-2007;Ciudad Real;Nacional;
Epifanía del Señor;06-01-2007;Ciudad Real;Nacional;
San José;19-03-2007;Ciudad Real;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2007;Ciudad Real;Autonómica;
Asunción de la Virgen;15-08-2007;Ciudad Real;Nacional;
Fiesta Nacional Española;12-10-2007;Ciudad Real;Nacional;
Día de Todos los Santos;01-11-2007;Ciudad Real;Nacional;
Día de la Constitución Española;06-12-2007;Ciudad Real;Nacional;
Inmaculada Concepción;08-12-2007;Ciudad Real;Nacional;
Año nuevo;02-01-2006;Ciudad Real;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Ciudad Real;Nacional;
San José;20-03-2006;Ciudad Real;Autonómica;19-03-2006
Día de la Región de Castilla la Mancha;31-05-2006;Ciudad Real;Autonómica;
Asunción de la Virgen;15-08-2006;Ciudad Real;Nacional;
Fiesta Nacional Española;12-10-2006;Ciudad Real;Nacional;
Día de Todos los Santos;01-11-2006;Ciudad Real;Nacional;
Día de la Constitución Española;06-12-2006;Ciudad Real;Nacional;
Inmaculada Concepción;08-12-2006;Ciudad Real;Nacional;
Año nuevo;01-01-2019;Córdoba;Nacional;
Epifanía del Señor;07-01-2019;Córdoba;Autonómica;06-01-2019
Día de Andalucía;28-02-2019;Córdoba;Autonómica;
Viernes Santo;19-04-2019;Córdoba;Nacional;
Jueves Santo;18-04-2019;Córdoba;Autonómica;
Fiesta del Trabajo;01-05-2019;Córdoba;Nacional;
Asunción de la Virgen;15-08-2019;Córdoba;Nacional;
Virgen de Guadalupe;09-09-2019;Córdoba;Local;08-09-2019
Fiesta Nacional Española;12-10-2019;Córdoba;Nacional;
San Rafael;24-10-2019;Córdoba;Local;
;01-11-2019;Córdoba;Nacional;
Día de la Constitución Española;06-12-2019;Córdoba;Nacional;
Natividad del Señor;25-12-2019;Córdoba;Nacional;
Inmaculada Concepción;09-12-2019;Córdoba;Autonómica;08-12-2019
Año nuevo;01-01-2018;Córdoba;Nacional;
Epifanía del Señor;06-01-2018;Córdoba;Nacional;
Día de Andalucía;28-02-2018;Córdoba;Autonómica;
Viernes Santo;30-03-2018;Córdoba;Nacional;
Jueves Santo;29-03-2018;Córdoba;Autonómica;
Fiesta del Trabajo;01-05-2018;Córdoba;Nacional;
Asunción de la Virgen;15-08-2018;Córdoba;Nacional;
Virgen de Guadalupe;08-09-2018;Córdoba;Local;
Fiesta Nacional Española;12-10-2018;Córdoba;Nacional;
San Rafael;24-10-2018;Córdoba;Local;
Día de Todos los Santos;01-11-2018;Córdoba;Nacional;
Día de la Constitución Española;06-12-2018;Córdoba;Nacional;
Inmaculada Concepción;08-12-2018;Córdoba;Nacional;
Navidad;25-12-2018;Córdoba;Nacional;
Epifanía del Señor;06-01-2017;Córdoba;Nacional;
Año Nuevo;02-01-2017;Córdoba;Autonómica;01-01-2017
Día de Andalucía;28-02-2017;Córdoba;Autonómica;
Viernes Santo;14-04-2017;Córdoba;Nacional;
Jueves Santo;13-04-2017;Córdoba;Autonómica;
Día del Trabajo;01-05-2017;Córdoba;Nacional;
Asunción de la Virgen;15-08-2017;Córdoba;Nacional;
Nuestra Señora de la Fuensanta;08-09-2017;Córdoba;Local;
Fiesta Nacional Española;12-10-2017;Córdoba;Nacional;
San Rafael;24-10-2017;Córdoba;Local;
Día de Todos los Santos;01-11-2017;Córdoba;Nacional;
